IncidentKey,IncidentId,CreatedAtUTC,AcknowledgedAtUTC,TriagedAtUTC,ContainedAtUTC,ResolvedAtUTC,ClosedAtUTC,CreatedDateKey,CreatedTimeKey,SourceProductKey,AssetKey,DetectionRuleKey,SeverityKey,StatusKey,AnalystKey,ClassificationKey,SLAKey,AlertKey,IncidentCount,RiskScore,AcknowledgementMinutes,TriageMinutes,ContainmentMinutes,ResolutionMinutes,RecoveryMinutes,IsEscalated,IsReopened,IsFalsePositive,SLAOverallMet,DataClassification
2775,INC-00002775,2025-05-26T10:07:25Z,2025-05-26T11:00:25Z,2025-05-26T11:21:25Z,2025-05-26T12:28:25Z,2025-05-26T17:15:25Z,2025-05-27T04:10:25Z,20250526,1005,7,155,21,4,5,2,3,4,12104,1,91.3,53.0,74.0,141.0,428.0,655.0,True,False,True,False,SYNTHETIC_DEMO_DATA
2776,INC-00002776,2025-08-01T16:21:56Z,2025-08-01T16:35:56Z,2025-08-01T17:10:56Z,2025-08-01T17:29:56Z,2025-08-01T21:22:56Z,2025-08-02T01:27:56Z,20250801,1620,1,82,24,3,5,12,1,3,231,1,71.2,14.0,49.0,68.0,301.0,245.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2777,INC-00002777,2026-06-11T10:11:53Z,2026-06-11T10:28:53Z,2026-06-11T10:38:53Z,2026-06-11T11:09:53Z,2026-06-11T14:10:53Z,,20260611,1010,1,148,37,3,4,5,1,3,2659,1,66.5,17.0,27.0,58.0,239.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
2778,INC-00002778,2026-05-10T09:50:11Z,2026-05-10T10:22:11Z,2026-05-10T10:44:11Z,2026-05-10T12:13:11Z,2026-05-10T17:22:11Z,2026-05-11T00:21:11Z,20260510,950,6,1,1,1,5,14,3,1,4448,1,48.4,32.0,54.0,143.0,452.0,419.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2779,INC-00002779,2025-04-20T15:44:46Z,2025-04-20T16:12:46Z,2025-04-20T16:39:46Z,2025-04-20T18:07:46Z,2025-04-20T19:43:46Z,2025-04-21T01:48:46Z,20250420,1540,4,22,29,2,5,8,1,2,4659,1,44.1,28.0,55.0,143.0,239.0,365.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2780,INC-00002780,2025-08-28T00:03:36Z,2025-08-28T00:13:36Z,2025-08-28T00:19:36Z,2025-08-28T04:34:36Z,2025-08-28T08:11:36Z,2025-08-28T14:02:36Z,20250828,0,5,148,41,1,5,18,2,1,11089,1,32.4,10.0,16.0,271.0,488.0,351.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2781,INC-00002781,2025-06-20T15:36:14Z,2025-06-20T15:57:14Z,2025-06-20T17:02:14Z,2025-06-20T18:27:14Z,2025-06-20T20:03:14Z,2025-06-20T21:38:14Z,20250620,1535,2,73,6,1,5,11,1,1,16173,1,48.6,21.0,86.0,171.0,267.0,95.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2782,INC-00002782,2026-01-15T22:36:00Z,2026-01-15T22:48:00Z,2026-01-15T23:12:00Z,,,,20260115,2235,7,200,11,1,2,4,0,1,9695,1,33.2,12.0,36.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
2783,INC-00002783,2025-06-10T11:56:12Z,2025-06-10T12:11:12Z,2025-06-10T12:27:12Z,2025-06-10T15:27:12Z,2025-06-10T17:18:12Z,2025-06-10T21:34:12Z,20250610,1155,6,18,23,1,5,15,1,1,15367,1,37.9,15.0,31.0,211.0,322.0,256.0,True,False,False,True,SYNTHETIC_DEMO_DATA
2784,INC-00002784,2025-11-22T09:38:14Z,2025-11-22T10:07:14Z,2025-11-22T10:11:14Z,2025-11-22T11:40:14Z,2025-11-22T19:30:14Z,,20251122,935,1,142,9,3,4,10,2,3,6548,1,71.5,29.0,33.0,122.0,592.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
2785,INC-00002785,2026-02-04T10:53:42Z,2026-02-04T11:11:42Z,2026-02-04T11:28:42Z,2026-02-04T14:04:42Z,2026-02-04T17:06:42Z,2026-02-04T19:17:42Z,20260204,1050,2,230,10,3,5,3,1,3,3115,1,80.5,18.0,35.0,191.0,373.0,131.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2786,INC-00002786,2025-09-26T22:51:03Z,2025-09-26T23:00:03Z,2025-09-26T23:09:03Z,2025-09-26T23:48:03Z,2025-09-27T00:52:03Z,2025-09-27T06:50:03Z,20250926,2250,6,88,24,3,5,0,3,3,9485,1,69.6,9.0,18.0,57.0,121.0,358.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2787,INC-00002787,2025-03-24T13:51:17Z,2025-03-24T14:11:17Z,2025-03-24T14:22:17Z,2025-03-24T15:48:17Z,2025-03-24T16:13:17Z,2025-03-24T17:34:17Z,20250324,1350,4,140,29,2,5,6,1,2,15482,1,68.7,20.0,31.0,117.0,142.0,81.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2788,INC-00002788,2026-05-11T03:07:42Z,2026-05-11T03:33:42Z,2026-05-11T04:04:42Z,2026-05-11T11:27:42Z,2026-05-11T14:09:42Z,2026-05-12T00:55:42Z,20260511,305,5,234,32,2,5,17,1,2,6181,1,43.4,26.0,57.0,500.0,662.0,646.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2789,INC-00002789,2025-09-04T11:31:24Z,2025-09-04T11:40:24Z,2025-09-04T11:46:24Z,2025-09-04T12:15:24Z,2025-09-04T14:15:24Z,2025-09-04T22:08:24Z,20250904,1130,3,5,37,2,5,10,4,2,4033,1,60.1,9.0,15.0,44.0,164.0,473.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2790,INC-00002790,2025-09-13T11:33:52Z,2025-09-13T11:42:52Z,2025-09-13T12:16:52Z,2025-09-13T13:17:52Z,2025-09-13T13:35:52Z,2025-09-13T15:47:52Z,20250913,1130,5,41,4,1,5,2,1,1,15588,1,45.5,9.0,43.0,104.0,122.0,132.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2791,INC-00002791,2026-06-16T11:33:39Z,2026-06-16T12:14:39Z,2026-06-16T12:33:39Z,2026-06-16T14:19:39Z,2026-06-16T16:53:39Z,2026-06-17T02:38:39Z,20260616,1130,3,152,30,3,5,15,1,3,13070,1,62.9,41.0,60.0,166.0,320.0,585.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2792,INC-00002792,2025-02-20T15:08:48Z,2025-02-20T16:12:48Z,2025-02-20T16:47:48Z,2025-02-20T17:35:48Z,2025-02-20T21:22:48Z,2025-02-21T03:00:48Z,20250220,1505,4,77,30,2,5,7,3,2,119,1,66.0,64.0,99.0,147.0,374.0,338.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2793,INC-00002793,2026-01-07T11:20:03Z,2026-01-07T11:34:03Z,2026-01-07T12:04:03Z,2026-01-07T13:40:03Z,2026-01-07T16:37:03Z,2026-01-07T21:38:03Z,20260107,1120,5,212,10,2,5,18,1,2,2772,1,62.9,14.0,44.0,140.0,317.0,301.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2794,INC-00002794,2026-03-28T15:34:38Z,2026-03-28T16:32:38Z,2026-03-28T17:37:38Z,2026-03-28T21:10:38Z,2026-03-29T05:56:38Z,2026-03-29T07:24:38Z,20260328,1530,2,119,3,2,5,11,1,2,11400,1,65.9,58.0,123.0,336.0,862.0,88.0,True,False,False,True,SYNTHETIC_DEMO_DATA
2795,INC-00002795,2025-12-13T21:17:57Z,2025-12-13T21:41:57Z,2025-12-13T22:14:57Z,2025-12-13T22:39:57Z,2025-12-14T04:32:57Z,2025-12-14T09:16:57Z,20251213,2115,1,24,40,1,5,3,1,1,17165,1,39.5,24.0,57.0,82.0,435.0,284.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2796,INC-00002796,2025-03-05T13:50:19Z,2025-03-05T14:07:19Z,2025-03-05T14:34:19Z,2025-03-05T14:57:19Z,2025-03-05T17:17:19Z,2025-03-06T04:31:19Z,20250305,1350,7,195,33,4,5,17,1,4,6760,1,100,17.0,44.0,67.0,207.0,674.0,True,False,False,True,SYNTHETIC_DEMO_DATA
2797,INC-00002797,2026-01-22T20:28:22Z,2026-01-22T20:41:22Z,2026-01-22T21:26:22Z,2026-01-22T22:30:22Z,2026-01-23T02:13:22Z,2026-01-23T07:09:22Z,20260122,2025,4,188,36,1,5,7,1,1,9584,1,36.7,13.0,58.0,122.0,345.0,296.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2798,INC-00002798,2026-01-05T08:30:42Z,2026-01-05T08:43:42Z,2026-01-05T08:51:42Z,2026-01-05T09:40:42Z,2026-01-05T12:39:42Z,2026-01-05T22:38:42Z,20260105,830,3,95,12,1,5,18,3,1,9666,1,50.3,13.0,21.0,70.0,249.0,599.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2799,INC-00002799,2026-02-09T11:48:31Z,2026-02-09T12:31:31Z,2026-02-09T12:47:31Z,2026-02-09T13:07:31Z,2026-02-09T14:04:31Z,2026-02-09T14:52:31Z,20260209,1145,6,109,43,3,5,13,1,3,16303,1,71.0,43.0,59.0,79.0,136.0,48.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2800,INC-00002800,2025-07-07T14:04:43Z,2025-07-07T15:20:43Z,2025-07-07T15:42:43Z,2025-07-07T16:29:43Z,2025-07-07T18:48:43Z,2025-07-08T04:10:43Z,20250707,1400,5,184,33,2,5,5,3,2,11320,1,51.3,76.0,98.0,145.0,284.0,562.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2801,INC-00002801,2025-03-14T09:42:47Z,2025-03-14T09:53:47Z,2025-03-14T10:33:47Z,2025-03-14T11:16:47Z,2025-03-14T13:52:47Z,2025-03-14T23:41:47Z,20250314,940,6,15,23,4,5,18,2,4,5895,1,100,11.0,51.0,94.0,250.0,589.0,True,False,True,True,SYNTHETIC_DEMO_DATA
2802,INC-00002802,2026-01-04T05:03:00Z,2026-01-04T05:36:00Z,2026-01-04T05:49:00Z,2026-01-04T06:47:00Z,2026-01-04T09:38:00Z,2026-01-04T17:41:00Z,20260104,500,2,107,21,2,5,9,4,2,9631,1,49.5,33.0,46.0,104.0,275.0,483.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2803,INC-00002803,2025-06-17T15:25:58Z,2025-06-17T15:31:58Z,2025-06-17T16:14:58Z,2025-06-17T17:01:58Z,2025-06-17T17:35:58Z,2025-06-18T04:50:58Z,20250617,1525,2,131,21,5,5,5,2,5,11794,1,100,6.0,49.0,96.0,130.0,675.0,True,False,True,False,SYNTHETIC_DEMO_DATA
2804,INC-00002804,2026-06-30T18:30:33Z,2026-06-30T19:12:33Z,2026-06-30T19:30:33Z,2026-06-30T20:41:33Z,2026-07-01T01:48:33Z,2026-07-01T09:33:33Z,20260630,1830,7,176,1,1,5,12,1,1,14587,1,54.2,42.0,60.0,131.0,438.0,465.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2805,INC-00002805,2025-11-25T09:51:01Z,2025-11-25T10:07:01Z,2025-11-25T10:50:01Z,2025-11-25T13:42:01Z,2025-11-25T16:42:01Z,2025-11-26T01:31:01Z,20251125,950,6,64,6,2,5,6,1,2,5219,1,71.4,16.0,59.0,231.0,411.0,529.0,True,False,False,True,SYNTHETIC_DEMO_DATA
2806,INC-00002806,2026-03-20T11:50:56Z,2026-03-20T11:56:56Z,2026-03-20T12:15:56Z,2026-03-20T21:41:56Z,2026-03-20T22:09:56Z,,20260320,1150,7,65,9,2,4,17,3,2,13815,1,50.0,6.0,25.0,591.0,619.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
2807,INC-00002807,2025-03-20T01:36:44Z,2025-03-20T01:51:44Z,2025-03-20T02:21:44Z,2025-03-20T03:52:44Z,2025-03-20T05:46:44Z,,20250320,135,2,108,6,4,4,12,3,4,2606,1,79.2,15.0,45.0,136.0,250.0,,True,False,True,True,SYNTHETIC_DEMO_DATA
2808,INC-00002808,2026-07-21T21:28:45Z,2026-07-21T21:34:45Z,2026-07-21T21:45:45Z,2026-07-21T22:48:45Z,2026-07-21T23:27:45Z,2026-07-22T07:41:45Z,20260721,2125,7,212,13,3,5,4,1,3,12135,1,78.1,6.0,17.0,80.0,119.0,494.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2809,INC-00002809,2025-02-08T15:18:23Z,2025-02-08T16:13:23Z,2025-02-08T16:26:23Z,2025-02-08T16:59:23Z,2025-02-09T12:36:23Z,2025-02-09T20:32:23Z,20250208,1515,4,157,14,3,5,15,1,3,1284,1,59.9,55.0,68.0,101.0,1278.0,476.0,False,True,False,True,SYNTHETIC_DEMO_DATA
2810,INC-00002810,2025-10-08T08:10:01Z,2025-10-08T08:27:01Z,2025-10-08T08:49:01Z,2025-10-08T10:14:01Z,2025-10-08T12:59:01Z,2025-10-08T19:44:01Z,20251008,810,6,104,4,2,5,7,3,2,639,1,64.0,17.0,39.0,124.0,289.0,405.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2811,INC-00002811,2026-03-08T17:12:02Z,2026-03-08T17:27:02Z,2026-03-08T18:24:02Z,2026-03-08T21:40:02Z,2026-03-09T07:07:02Z,,20260308,1710,5,41,17,1,4,17,1,1,12713,1,48.7,15.0,72.0,268.0,835.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
2812,INC-00002812,2025-05-24T10:57:34Z,2025-05-24T11:03:34Z,2025-05-24T11:20:34Z,2025-05-24T11:34:34Z,2025-05-24T19:27:34Z,2025-05-24T23:55:34Z,20250524,1055,6,42,10,1,5,10,1,1,3415,1,42.5,6.0,23.0,37.0,510.0,268.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2813,INC-00002813,2025-03-13T12:19:43Z,2025-03-13T12:49:43Z,2025-03-13T13:06:43Z,2025-03-13T14:33:43Z,2025-03-13T19:45:43Z,2025-03-14T04:07:43Z,20250313,1215,6,23,5,1,5,3,1,1,4140,1,46.4,30.0,47.0,134.0,446.0,502.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2814,INC-00002814,2025-08-24T09:00:09Z,2025-08-24T09:12:09Z,2025-08-24T09:21:09Z,2025-08-24T09:33:09Z,2025-08-24T10:31:09Z,2025-08-24T21:05:09Z,20250824,900,5,60,41,1,5,14,1,1,8507,1,46.3,12.0,21.0,33.0,91.0,634.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2815,INC-00002815,2025-12-12T09:06:30Z,2025-12-12T09:21:30Z,2025-12-12T11:21:30Z,2025-12-12T11:40:30Z,2025-12-12T16:46:30Z,2025-12-12T20:12:30Z,20251212,905,3,176,13,3,5,9,2,3,2611,1,78.4,15.0,135.0,154.0,460.0,206.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2816,INC-00002816,2026-05-06T17:02:12Z,2026-05-06T17:28:12Z,2026-05-06T17:32:12Z,2026-05-06T20:01:12Z,2026-05-07T00:59:12Z,2026-05-07T01:48:12Z,20260506,1700,6,137,40,1,5,18,2,1,11567,1,48.0,26.0,30.0,179.0,477.0,49.0,True,False,True,True,SYNTHETIC_DEMO_DATA
2817,INC-00002817,2026-02-16T17:07:53Z,2026-02-16T17:37:53Z,2026-02-16T17:58:53Z,2026-02-16T21:10:53Z,2026-02-16T22:34:53Z,2026-02-17T08:52:53Z,20260216,1705,7,115,2,2,5,12,1,2,5410,1,49.5,30.0,51.0,243.0,327.0,618.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2818,INC-00002818,2026-07-14T15:09:55Z,2026-07-14T15:21:55Z,2026-07-14T16:01:55Z,2026-07-14T20:24:55Z,2026-07-14T22:11:55Z,2026-07-15T03:32:55Z,20260714,1505,3,8,10,2,5,5,2,2,11187,1,42.3,12.0,52.0,315.0,422.0,321.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2819,INC-00002819,2025-03-25T01:37:52Z,2025-03-25T02:10:52Z,2025-03-25T02:23:52Z,2025-03-25T03:47:52Z,2025-03-25T06:47:52Z,2025-03-25T15:55:52Z,20250325,135,1,152,19,1,5,15,1,1,10210,1,33.5,33.0,46.0,130.0,310.0,548.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2820,INC-00002820,2025-03-07T23:43:28Z,2025-03-07T23:54:28Z,2025-03-08T00:39:28Z,2025-03-08T03:37:28Z,2025-03-08T04:57:28Z,,20250307,2340,3,110,31,1,4,8,2,1,4482,1,41.4,11.0,56.0,234.0,314.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
2821,INC-00002821,2025-10-30T15:29:18Z,2025-10-30T15:37:18Z,2025-10-30T16:18:18Z,2025-10-30T17:43:18Z,2025-10-30T20:37:18Z,2025-10-31T05:48:18Z,20251030,1525,6,156,41,3,5,3,1,3,16507,1,66.1,8.0,49.0,134.0,308.0,551.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2822,INC-00002822,2025-03-15T08:54:27Z,2025-03-15T09:10:27Z,2025-03-15T09:20:27Z,2025-03-15T10:21:27Z,2025-03-15T12:51:27Z,2025-03-15T17:08:27Z,20250315,850,2,84,23,1,5,12,1,1,4432,1,33.3,16.0,26.0,87.0,237.0,257.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2823,INC-00002823,2025-12-02T13:46:44Z,2025-12-02T13:56:44Z,2025-12-02T14:10:44Z,2025-12-02T14:25:44Z,2025-12-02T17:00:44Z,2025-12-02T20:11:44Z,20251202,1345,6,29,15,3,5,7,2,3,5985,1,64.8,10.0,24.0,39.0,194.0,191.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2824,INC-00002824,2026-04-15T11:48:00Z,2026-04-15T12:20:00Z,2026-04-15T12:43:00Z,2026-04-15T13:31:00Z,2026-04-15T14:31:00Z,,20260415,1145,3,1,5,1,4,16,2,1,8717,1,42.0,32.0,55.0,103.0,163.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
2825,INC-00002825,2025-08-11T13:35:08Z,2025-08-11T13:42:08Z,2025-08-11T13:47:08Z,2025-08-11T14:40:08Z,2025-08-11T17:51:08Z,2025-08-11T18:43:08Z,20250811,1335,6,33,1,2,5,10,3,2,15952,1,63.8,7.0,12.0,65.0,256.0,52.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2826,INC-00002826,2025-12-30T11:42:04Z,2025-12-30T12:18:04Z,2025-12-30T12:28:04Z,2025-12-30T13:26:04Z,2025-12-30T15:48:04Z,2025-12-30T16:51:04Z,20251230,1140,7,16,10,1,5,2,3,1,1758,1,40.9,36.0,46.0,104.0,246.0,63.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2827,INC-00002827,2025-12-09T17:02:51Z,2025-12-09T17:06:51Z,2025-12-09T17:24:51Z,2025-12-09T18:30:51Z,2025-12-09T20:19:51Z,2025-12-10T06:15:51Z,20251209,1700,2,238,40,2,5,14,3,2,1542,1,57.5,4.0,22.0,88.0,197.0,596.0,True,False,True,True,SYNTHETIC_DEMO_DATA
2828,INC-00002828,2025-02-08T13:58:13Z,2025-02-08T14:31:13Z,2025-02-08T14:57:13Z,,,,20250208,1355,6,216,13,1,2,6,0,1,1023,1,29.9,33.0,59.0,,,,False,False,False,False,SYNTHETIC_DEMO_DATA
2829,INC-00002829,2026-05-27T17:41:37Z,2026-05-27T17:58:37Z,2026-05-27T18:21:37Z,2026-05-27T19:30:37Z,2026-05-27T20:33:37Z,,20260527,1740,4,184,22,1,4,17,1,1,8925,1,27.7,17.0,40.0,109.0,172.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
2830,INC-00002830,2025-09-02T17:40:36Z,2025-09-02T18:04:36Z,2025-09-02T18:35:36Z,2025-09-02T19:44:36Z,2025-09-02T20:45:36Z,2025-09-03T01:07:36Z,20250902,1740,5,152,38,1,5,10,1,1,2910,1,28.0,24.0,55.0,124.0,185.0,262.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2831,INC-00002831,2026-06-13T07:57:05Z,2026-06-13T08:06:05Z,2026-06-13T08:15:05Z,2026-06-13T08:44:05Z,2026-06-13T09:04:05Z,2026-06-13T19:03:05Z,20260613,755,6,235,11,4,5,6,1,4,3473,1,99.5,9.0,18.0,47.0,67.0,599.0,True,False,False,True,SYNTHETIC_DEMO_DATA
2832,INC-00002832,2025-04-08T12:14:18Z,2025-04-08T12:22:18Z,2025-04-08T13:07:18Z,2025-04-08T16:16:18Z,2025-04-08T17:25:18Z,2025-04-09T01:06:18Z,20250408,1210,6,172,26,2,5,15,1,2,4740,1,54.9,8.0,53.0,242.0,311.0,461.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2833,INC-00002833,2026-04-01T17:16:13Z,2026-04-01T17:31:13Z,2026-04-01T17:48:13Z,2026-04-01T18:34:13Z,2026-04-01T21:43:13Z,2026-04-01T22:20:13Z,20260401,1715,5,70,13,3,5,9,1,3,6506,1,67.8,15.0,32.0,78.0,267.0,37.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2834,INC-00002834,2025-12-03T11:14:31Z,2025-12-03T11:49:31Z,2025-12-03T12:17:31Z,2025-12-03T14:41:31Z,2025-12-04T04:43:31Z,2025-12-04T05:04:31Z,20251203,1110,5,136,23,2,5,1,3,2,9953,1,55.7,35.0,63.0,207.0,1049.0,21.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2835,INC-00002835,2025-02-24T19:56:33Z,2025-02-24T20:16:33Z,2025-02-24T20:30:33Z,2025-02-24T21:45:33Z,2025-02-25T02:31:33Z,2025-02-25T13:21:33Z,20250224,1955,7,11,14,1,5,11,1,1,10728,1,34.4,20.0,34.0,109.0,395.0,650.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2836,INC-00002836,2025-03-30T05:50:01Z,2025-03-30T06:10:01Z,2025-03-30T06:40:01Z,2025-03-30T08:15:01Z,2025-03-30T11:14:01Z,,20250330,550,5,169,28,1,4,4,2,1,16682,1,42.1,20.0,50.0,145.0,324.0,,False,False,True,True,SYNTHETIC_DEMO_DATA
2837,INC-00002837,2025-02-18T16:16:32Z,2025-02-18T16:32:32Z,2025-02-18T16:38:32Z,2025-02-18T19:32:32Z,2025-02-18T21:42:32Z,2025-02-19T05:15:32Z,20250218,1615,4,205,11,1,5,15,1,1,16409,1,36.9,16.0,22.0,196.0,326.0,453.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2838,INC-00002838,2026-01-22T17:47:50Z,2026-01-22T17:53:50Z,2026-01-22T18:15:50Z,2026-01-22T19:39:50Z,2026-01-22T22:23:50Z,2026-01-23T08:15:50Z,20260122,1745,7,223,6,2,5,9,1,2,3279,1,69.4,6.0,28.0,112.0,276.0,592.0,True,False,False,True,SYNTHETIC_DEMO_DATA
2839,INC-00002839,2026-03-30T08:18:35Z,2026-03-30T08:22:35Z,2026-03-30T08:41:35Z,2026-03-30T10:59:35Z,2026-03-30T18:47:35Z,2026-03-31T05:07:35Z,20260330,815,6,220,29,2,5,2,1,2,17887,1,44.9,4.0,23.0,161.0,629.0,620.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2840,INC-00002840,2025-07-03T09:35:09Z,2025-07-03T09:43:09Z,2025-07-03T10:00:09Z,2025-07-03T13:06:09Z,2025-07-03T17:04:09Z,2025-07-03T20:47:09Z,20250703,935,5,223,21,1,5,12,1,1,6828,1,34.6,8.0,25.0,211.0,449.0,223.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2841,INC-00002841,2026-04-02T15:31:24Z,2026-04-02T16:15:24Z,2026-04-02T16:45:24Z,2026-04-02T18:42:24Z,2026-04-02T20:16:24Z,2026-04-03T02:23:24Z,20260402,1530,6,82,30,2,5,6,3,2,12917,1,58.8,44.0,74.0,191.0,285.0,367.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2842,INC-00002842,2026-06-12T15:45:11Z,2026-06-12T16:07:11Z,2026-06-12T16:32:11Z,2026-06-12T17:49:11Z,2026-06-12T18:40:11Z,,20260612,1545,7,153,35,2,4,17,1,2,9731,1,36.5,22.0,47.0,124.0,175.0,,False,False,False,True,SYNTHETIC_DEMO_DATA
2843,INC-00002843,2025-02-02T21:48:30Z,2025-02-02T22:19:30Z,2025-02-02T22:28:30Z,2025-02-03T00:04:30Z,2025-02-03T01:58:30Z,2025-02-03T07:31:30Z,20250202,2145,7,100,39,3,5,11,1,3,17985,1,74.2,31.0,40.0,136.0,250.0,333.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2844,INC-00002844,2025-08-26T08:58:47Z,2025-08-26T09:06:47Z,2025-08-26T09:13:47Z,2025-08-26T11:22:47Z,2025-08-26T13:35:47Z,2025-08-26T20:55:47Z,20250826,855,6,194,23,2,5,3,1,2,2475,1,60.7,8.0,15.0,144.0,277.0,440.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2845,INC-00002845,2025-03-09T16:37:11Z,2025-03-09T17:47:11Z,2025-03-09T18:02:11Z,2025-03-09T18:54:11Z,2025-03-10T09:58:11Z,2025-03-10T21:08:11Z,20250309,1635,2,161,37,1,5,13,1,1,3319,1,27.2,70.0,85.0,137.0,1041.0,670.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2846,INC-00002846,2026-06-04T13:33:19Z,2026-06-04T13:44:19Z,2026-06-04T14:08:19Z,2026-06-04T16:29:19Z,2026-06-04T19:47:19Z,2026-06-05T00:28:19Z,20260604,1330,7,70,21,2,5,7,1,2,15490,1,56.1,11.0,35.0,176.0,374.0,281.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2847,INC-00002847,2025-08-10T10:28:33Z,2025-08-10T11:04:33Z,2025-08-10T11:20:33Z,2025-08-10T12:17:33Z,2025-08-10T13:46:33Z,2025-08-10T16:45:33Z,20250810,1025,3,75,10,1,5,17,1,1,16221,1,38.8,36.0,52.0,109.0,198.0,179.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2848,INC-00002848,2025-11-05T23:44:34Z,2025-11-06T00:08:34Z,2025-11-06T00:53:34Z,2025-11-06T05:41:34Z,2025-11-06T05:56:34Z,2025-11-06T12:38:34Z,20251105,2340,6,34,6,2,5,11,1,2,791,1,57.4,24.0,69.0,357.0,372.0,402.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2849,INC-00002849,2025-06-05T14:01:39Z,2025-06-05T14:20:39Z,2025-06-05T14:42:39Z,2025-06-05T16:58:39Z,2025-06-05T19:21:39Z,2025-06-06T01:35:39Z,20250605,1400,4,177,14,1,5,3,1,1,6802,1,59.1,19.0,41.0,177.0,320.0,374.0,True,False,False,True,SYNTHETIC_DEMO_DATA
2850,INC-00002850,2025-05-27T14:54:28Z,2025-05-27T15:16:28Z,2025-05-27T16:01:28Z,2025-05-27T17:18:28Z,2025-05-27T21:23:28Z,2025-05-28T03:06:28Z,20250527,1450,5,33,37,3,5,16,3,3,3682,1,78.9,22.0,67.0,144.0,389.0,343.0,False,False,True,True,SYNTHETIC_DEMO_DATA
2851,INC-00002851,2025-07-27T11:03:10Z,2025-07-27T11:19:10Z,2025-07-27T11:42:10Z,2025-07-27T12:36:10Z,2025-07-27T22:40:10Z,2025-07-28T01:24:10Z,20250727,1100,7,186,2,2,5,8,1,2,7958,1,55.0,16.0,39.0,93.0,697.0,164.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2852,INC-00002852,2025-10-24T03:41:12Z,2025-10-24T04:06:12Z,2025-10-24T04:33:12Z,2025-10-24T05:35:12Z,2025-10-24T09:41:12Z,2025-10-24T13:24:12Z,20251024,340,5,150,42,2,5,1,1,2,15577,1,63.5,25.0,52.0,114.0,360.0,223.0,False,False,False,True,SYNTHETIC_DEMO_DATA
2853,INC-00002853,2026-02-11T16:27:05Z,2026-02-11T16:37:05Z,2026-02-11T17:52:05Z,2026-02-11T19:14:05Z,,,20260211,1625,6,191,35,2,3,12,0,2,1321,1,56.9,10.0,85.0,167.0,,,False,False,False,False,SYNTHETIC_DEMO_DATA
