LifecycleKey,IncidentKey,Stage,StageOrder,StageAtUTC,StageDateKey,AnalystKey,MinutesFromPreviousStage,SafeAction
14778,2623,Created,1,2026-04-19T11:34:38Z,20260419,1,,Transição sintética para Created.
14779,2623,Acknowledged,2,2026-04-19T11:52:38Z,20260419,1,18.0,Transição sintética para Acknowledged.
14780,2623,Triaged,3,2026-04-19T12:23:38Z,20260419,1,31.0,Transição sintética para Triaged.
14781,2623,Contained,4,2026-04-19T12:34:38Z,20260419,1,11.0,Transição sintética para Contained.
14782,2623,Resolved,5,2026-04-19T16:27:38Z,20260419,1,233.0,Transição sintética para Resolved.
14783,2623,Closed,6,2026-04-19T17:47:38Z,20260419,1,80.0,Transição sintética para Closed.
14784,2624,Created,1,2026-06-16T07:57:51Z,20260616,12,,Transição sintética para Created.
14785,2624,Acknowledged,2,2026-06-16T08:19:51Z,20260616,12,22.0,Transição sintética para Acknowledged.
14786,2624,Triaged,3,2026-06-16T08:40:51Z,20260616,12,21.0,Transição sintética para Triaged.
14787,2624,Contained,4,2026-06-16T09:42:51Z,20260616,12,62.0,Transição sintética para Contained.
14788,2624,Resolved,5,2026-06-16T13:29:51Z,20260616,12,227.0,Transição sintética para Resolved.
14789,2624,Closed,6,2026-06-16T18:31:51Z,20260616,12,302.0,Transição sintética para Closed.
14790,2625,Created,1,2025-08-27T15:28:12Z,20250827,5,,Transição sintética para Created.
14791,2625,Acknowledged,2,2025-08-27T16:11:12Z,20250827,5,43.0,Transição sintética para Acknowledged.
14792,2625,Triaged,3,2025-08-27T16:33:12Z,20250827,5,22.0,Transição sintética para Triaged.
14793,2625,Contained,4,2025-08-27T18:30:12Z,20250827,5,117.0,Transição sintética para Contained.
14794,2625,Resolved,5,2025-08-27T21:13:12Z,20250827,5,163.0,Transição sintética para Resolved.
14795,2625,Closed,6,2025-08-28T01:02:12Z,20250828,5,229.0,Transição sintética para Closed.
14796,2626,Created,1,2026-06-20T09:07:26Z,20260620,16,,Transição sintética para Created.
14797,2626,Acknowledged,2,2026-06-20T09:29:26Z,20260620,16,22.0,Transição sintética para Acknowledged.
14798,2626,Triaged,3,2026-06-20T09:49:26Z,20260620,16,20.0,Transição sintética para Triaged.
14799,2626,Contained,4,2026-06-20T10:52:26Z,20260620,16,63.0,Transição sintética para Contained.
14800,2626,Resolved,5,2026-06-20T14:29:26Z,20260620,16,217.0,Transição sintética para Resolved.
14801,2626,Closed,6,2026-06-20T21:36:26Z,20260620,16,427.0,Transição sintética para Closed.
14802,2627,Created,1,2025-06-05T06:57:08Z,20250605,11,,Transição sintética para Created.
14803,2627,Acknowledged,2,2025-06-05T07:26:08Z,20250605,11,29.0,Transição sintética para Acknowledged.
14804,2627,Triaged,3,2025-06-05T07:38:08Z,20250605,11,12.0,Transição sintética para Triaged.
14805,2627,Contained,4,2025-06-05T12:39:08Z,20250605,11,301.0,Transição sintética para Contained.
14806,2627,Resolved,5,2025-06-05T13:50:08Z,20250605,11,71.0,Transição sintética para Resolved.
14807,2627,Closed,6,2025-06-05T23:10:08Z,20250605,11,560.0,Transição sintética para Closed.
14808,2628,Created,1,2026-04-25T10:51:54Z,20260425,4,,Transição sintética para Created.
14809,2628,Acknowledged,2,2026-04-25T11:02:54Z,20260425,4,11.0,Transição sintética para Acknowledged.
14810,2628,Triaged,3,2026-04-25T11:13:54Z,20260425,4,11.0,Transição sintética para Triaged.
14811,2628,Contained,4,2026-04-25T12:40:54Z,20260425,4,87.0,Transição sintética para Contained.
14812,2628,Resolved,5,2026-04-25T13:04:54Z,20260425,4,24.0,Transição sintética para Resolved.
14813,2628,Closed,6,2026-04-25T20:52:54Z,20260425,4,468.0,Transição sintética para Closed.
14814,2629,Created,1,2026-02-08T19:02:04Z,20260208,13,,Transição sintética para Created.
14815,2629,Acknowledged,2,2026-02-08T19:29:04Z,20260208,13,27.0,Transição sintética para Acknowledged.
14816,2629,Triaged,3,2026-02-08T19:43:04Z,20260208,13,14.0,Transição sintética para Triaged.
14817,2629,Contained,4,2026-02-08T22:02:04Z,20260208,13,139.0,Transição sintética para Contained.
14818,2629,Resolved,5,2026-02-09T00:27:04Z,20260209,13,145.0,Transição sintética para Resolved.
14819,2629,Closed,6,2026-02-09T04:39:04Z,20260209,13,252.0,Transição sintética para Closed.
14820,2630,Created,1,2026-07-22T18:16:18Z,20260722,6,,Transição sintética para Created.
14821,2630,Acknowledged,2,2026-07-22T18:19:18Z,20260722,6,3.0,Transição sintética para Acknowledged.
14822,2630,Triaged,3,2026-07-22T19:00:18Z,20260722,6,41.0,Transição sintética para Triaged.
14823,2630,Contained,4,2026-07-22T21:07:18Z,20260722,6,127.0,Transição sintética para Contained.
14824,2630,Resolved,5,2026-07-23T01:27:18Z,20260723,6,260.0,Transição sintética para Resolved.
14825,2630,Closed,6,2026-07-23T01:39:18Z,20260723,6,12.0,Transição sintética para Closed.
14826,2631,Created,1,2025-07-05T15:48:11Z,20250705,2,,Transição sintética para Created.
14827,2631,Acknowledged,2,2025-07-05T16:16:11Z,20250705,2,28.0,Transição sintética para Acknowledged.
14828,2631,Triaged,3,2025-07-05T16:42:11Z,20250705,2,26.0,Transição sintética para Triaged.
14829,2631,Contained,4,2025-07-05T18:01:11Z,20250705,2,79.0,Transição sintética para Contained.
14830,2631,Resolved,5,2025-07-05T18:24:11Z,20250705,2,23.0,Transição sintética para Resolved.
14831,2632,Created,1,2026-07-30T18:07:12Z,20260730,11,,Transição sintética para Created.
14832,2632,Acknowledged,2,2026-07-30T18:25:12Z,20260730,11,18.0,Transição sintética para Acknowledged.
14833,2632,Triaged,3,2026-07-30T18:55:12Z,20260730,11,30.0,Transição sintética para Triaged.
14834,2633,Created,1,2026-04-13T15:16:08Z,20260413,4,,Transição sintética para Created.
14835,2633,Acknowledged,2,2026-04-13T16:07:08Z,20260413,4,51.0,Transição sintética para Acknowledged.
14836,2633,Triaged,3,2026-04-13T16:16:08Z,20260413,4,9.0,Transição sintética para Triaged.
14837,2633,Contained,4,2026-04-13T18:19:08Z,20260413,4,123.0,Transição sintética para Contained.
14838,2633,Resolved,5,2026-04-13T21:29:08Z,20260413,4,190.0,Transição sintética para Resolved.
14839,2633,Closed,6,2026-04-14T04:30:08Z,20260414,4,421.0,Transição sintética para Closed.
14840,2634,Created,1,2026-01-04T11:22:15Z,20260104,14,,Transição sintética para Created.
14841,2634,Acknowledged,2,2026-01-04T11:32:15Z,20260104,14,10.0,Transição sintética para Acknowledged.
14842,2634,Triaged,3,2026-01-04T11:52:15Z,20260104,14,20.0,Transição sintética para Triaged.
14843,2634,Contained,4,2026-01-04T14:48:15Z,20260104,14,176.0,Transição sintética para Contained.
14844,2634,Resolved,5,2026-01-04T20:06:15Z,20260104,14,318.0,Transição sintética para Resolved.
14845,2634,Closed,6,2026-01-05T05:16:15Z,20260105,14,550.0,Transição sintética para Closed.
14846,2635,Created,1,2025-07-18T13:40:05Z,20250718,7,,Transição sintética para Created.
14847,2635,Acknowledged,2,2025-07-18T13:54:05Z,20250718,7,14.0,Transição sintética para Acknowledged.
14848,2635,Triaged,3,2025-07-18T14:04:05Z,20250718,7,10.0,Transição sintética para Triaged.
14849,2635,Contained,4,2025-07-18T15:51:05Z,20250718,7,107.0,Transição sintética para Contained.
14850,2635,Resolved,5,2025-07-18T16:58:05Z,20250718,7,67.0,Transição sintética para Resolved.
14851,2635,Closed,6,2025-07-18T18:48:05Z,20250718,7,110.0,Transição sintética para Closed.
14852,2636,Created,1,2025-12-17T19:23:32Z,20251217,18,,Transição sintética para Created.
14853,2636,Acknowledged,2,2025-12-17T19:41:32Z,20251217,18,18.0,Transição sintética para Acknowledged.
14854,2636,Triaged,3,2025-12-17T19:49:32Z,20251217,18,8.0,Transição sintética para Triaged.
14855,2636,Contained,4,2025-12-17T21:24:32Z,20251217,18,95.0,Transição sintética para Contained.
14856,2636,Resolved,5,2025-12-18T04:02:32Z,20251218,18,398.0,Transição sintética para Resolved.
14857,2636,Closed,6,2025-12-18T07:03:32Z,20251218,18,181.0,Transição sintética para Closed.
14858,2637,Created,1,2025-06-22T18:25:13Z,20250622,11,,Transição sintética para Created.
14859,2637,Acknowledged,2,2025-06-22T18:38:13Z,20250622,11,13.0,Transição sintética para Acknowledged.
14860,2637,Triaged,3,2025-06-22T19:01:13Z,20250622,11,23.0,Transição sintética para Triaged.
14861,2637,Contained,4,2025-06-22T20:50:13Z,20250622,11,109.0,Transição sintética para Contained.
14862,2637,Resolved,5,2025-06-23T08:51:13Z,20250623,11,721.0,Transição sintética para Resolved.
14863,2637,Closed,6,2025-06-23T12:20:13Z,20250623,11,209.0,Transição sintética para Closed.
14864,2638,Created,1,2026-07-27T20:26:30Z,20260727,4,,Transição sintética para Created.
14865,2639,Created,1,2026-01-30T03:47:08Z,20260130,16,,Transição sintética para Created.
14866,2639,Acknowledged,2,2026-01-30T04:56:08Z,20260130,16,69.0,Transição sintética para Acknowledged.
14867,2639,Triaged,3,2026-01-30T05:18:08Z,20260130,16,22.0,Transição sintética para Triaged.
14868,2639,Contained,4,2026-01-30T06:27:08Z,20260130,16,69.0,Transição sintética para Contained.
14869,2639,Resolved,5,2026-01-30T06:49:08Z,20260130,16,22.0,Transição sintética para Resolved.
14870,2639,Closed,6,2026-01-30T18:24:08Z,20260130,16,695.0,Transição sintética para Closed.
14871,2640,Created,1,2025-07-03T07:21:07Z,20250703,8,,Transição sintética para Created.
14872,2640,Acknowledged,2,2025-07-03T08:00:07Z,20250703,8,39.0,Transição sintética para Acknowledged.
14873,2640,Triaged,3,2025-07-03T08:17:07Z,20250703,8,17.0,Transição sintética para Triaged.
14874,2640,Contained,4,2025-07-03T10:14:07Z,20250703,8,117.0,Transição sintética para Contained.
14875,2640,Resolved,5,2025-07-03T18:50:07Z,20250703,8,516.0,Transição sintética para Resolved.
14876,2640,Closed,6,2025-07-03T22:24:07Z,20250703,8,214.0,Transição sintética para Closed.
14877,2641,Created,1,2026-05-25T17:04:16Z,20260525,1,,Transição sintética para Created.
14878,2641,Acknowledged,2,2026-05-25T17:36:16Z,20260525,1,32.0,Transição sintética para Acknowledged.
14879,2641,Triaged,3,2026-05-25T18:24:16Z,20260525,1,48.0,Transição sintética para Triaged.
14880,2641,Contained,4,2026-05-25T19:50:16Z,20260525,1,86.0,Transição sintética para Contained.
14881,2641,Resolved,5,2026-05-25T22:21:16Z,20260525,1,151.0,Transição sintética para Resolved.
14882,2641,Closed,6,2026-05-26T05:41:16Z,20260526,1,440.0,Transição sintética para Closed.
14883,2642,Created,1,2026-01-03T00:06:38Z,20260103,12,,Transição sintética para Created.
14884,2642,Acknowledged,2,2026-01-03T00:19:38Z,20260103,12,13.0,Transição sintética para Acknowledged.
14885,2642,Triaged,3,2026-01-03T00:41:38Z,20260103,12,22.0,Transição sintética para Triaged.
14886,2642,Contained,4,2026-01-03T01:55:38Z,20260103,12,74.0,Transição sintética para Contained.
14887,2642,Resolved,5,2026-01-03T09:06:38Z,20260103,12,431.0,Transição sintética para Resolved.
14888,2642,Closed,6,2026-01-03T19:58:38Z,20260103,12,652.0,Transição sintética para Closed.
14889,2643,Created,1,2025-05-28T16:27:38Z,20250528,5,,Transição sintética para Created.
14890,2643,Acknowledged,2,2025-05-28T17:19:38Z,20250528,5,52.0,Transição sintética para Acknowledged.
14891,2643,Triaged,3,2025-05-28T17:41:38Z,20250528,5,22.0,Transição sintética para Triaged.
14892,2643,Contained,4,2025-05-28T18:43:38Z,20250528,5,62.0,Transição sintética para Contained.
14893,2643,Resolved,5,2025-05-28T20:33:38Z,20250528,5,110.0,Transição sintética para Resolved.
14894,2643,Closed,6,2025-05-29T07:45:38Z,20250529,5,672.0,Transição sintética para Closed.
14895,2644,Created,1,2026-03-23T09:16:35Z,20260323,16,,Transição sintética para Created.
14896,2644,Acknowledged,2,2026-03-23T09:50:35Z,20260323,16,34.0,Transição sintética para Acknowledged.
14897,2644,Triaged,3,2026-03-23T10:07:35Z,20260323,16,17.0,Transição sintética para Triaged.
14898,2644,Contained,4,2026-03-23T12:02:35Z,20260323,16,115.0,Transição sintética para Contained.
14899,2645,Created,1,2026-02-03T13:27:10Z,20260203,9,,Transição sintética para Created.
14900,2645,Acknowledged,2,2026-02-03T14:22:10Z,20260203,9,55.0,Transição sintética para Acknowledged.
14901,2645,Triaged,3,2026-02-03T14:47:10Z,20260203,9,25.0,Transição sintética para Triaged.
14902,2645,Contained,4,2026-02-03T15:30:10Z,20260203,9,43.0,Transição sintética para Contained.
14903,2645,Resolved,5,2026-02-03T20:24:10Z,20260203,9,294.0,Transição sintética para Resolved.
14904,2645,Closed,6,2026-02-04T06:32:10Z,20260204,9,608.0,Transição sintética para Closed.
14905,2646,Created,1,2025-03-01T13:56:31Z,20250301,3,,Transição sintética para Created.
14906,2646,Acknowledged,2,2025-03-01T14:17:31Z,20250301,3,21.0,Transição sintética para Acknowledged.
14907,2646,Triaged,3,2025-03-01T14:23:31Z,20250301,3,6.0,Transição sintética para Triaged.
14908,2646,Contained,4,2025-03-01T15:31:31Z,20250301,3,68.0,Transição sintética para Contained.
14909,2646,Resolved,5,2025-03-01T18:22:31Z,20250301,3,171.0,Transição sintética para Resolved.
14910,2646,Closed,6,2025-03-02T02:47:31Z,20250302,3,505.0,Transição sintética para Closed.
14911,2647,Created,1,2025-10-07T09:03:06Z,20251007,16,,Transição sintética para Created.
14912,2647,Acknowledged,2,2025-10-07T09:43:06Z,20251007,16,40.0,Transição sintética para Acknowledged.
14913,2647,Triaged,3,2025-10-07T10:24:06Z,20251007,16,41.0,Transição sintética para Triaged.
14914,2647,Contained,4,2025-10-07T10:43:06Z,20251007,16,19.0,Transição sintética para Contained.
14915,2647,Resolved,5,2025-10-07T12:53:06Z,20251007,16,130.0,Transição sintética para Resolved.
14916,2647,Closed,6,2025-10-07T21:25:06Z,20251007,16,512.0,Transição sintética para Closed.
14917,2648,Created,1,2025-10-18T15:24:10Z,20251018,6,,Transição sintética para Created.
14918,2648,Acknowledged,2,2025-10-18T15:35:10Z,20251018,6,11.0,Transição sintética para Acknowledged.
14919,2648,Triaged,3,2025-10-18T16:33:10Z,20251018,6,58.0,Transição sintética para Triaged.
14920,2648,Contained,4,2025-10-18T17:20:10Z,20251018,6,47.0,Transição sintética para Contained.
14921,2649,Created,1,2026-02-09T09:15:24Z,20260209,18,,Transição sintética para Created.
14922,2649,Acknowledged,2,2026-02-09T09:47:24Z,20260209,18,32.0,Transição sintética para Acknowledged.
14923,2649,Triaged,3,2026-02-09T09:56:24Z,20260209,18,9.0,Transição sintética para Triaged.
14924,2649,Contained,4,2026-02-09T11:05:24Z,20260209,18,69.0,Transição sintética para Contained.
14925,2649,Resolved,5,2026-02-09T12:38:24Z,20260209,18,93.0,Transição sintética para Resolved.
14926,2649,Closed,6,2026-02-09T20:38:24Z,20260209,18,480.0,Transição sintética para Closed.
14927,2650,Created,1,2025-04-28T16:16:59Z,20250428,11,,Transição sintética para Created.
14928,2650,Acknowledged,2,2025-04-28T16:28:59Z,20250428,11,12.0,Transição sintética para Acknowledged.
14929,2650,Triaged,3,2025-04-28T16:35:59Z,20250428,11,7.0,Transição sintética para Triaged.
14930,2650,Contained,4,2025-04-28T19:23:59Z,20250428,11,168.0,Transição sintética para Contained.
14931,2650,Resolved,5,2025-04-29T02:29:59Z,20250429,11,426.0,Transição sintética para Resolved.
14932,2650,Closed,6,2025-04-29T05:35:59Z,20250429,11,186.0,Transição sintética para Closed.
14933,2651,Created,1,2025-06-16T21:15:32Z,20250616,3,,Transição sintética para Created.
14934,2652,Created,1,2025-05-20T20:04:48Z,20250520,18,,Transição sintética para Created.
14935,2652,Acknowledged,2,2025-05-20T20:18:48Z,20250520,18,14.0,Transição sintética para Acknowledged.
14936,2652,Triaged,3,2025-05-20T20:36:48Z,20250520,18,18.0,Transição sintética para Triaged.
14937,2652,Contained,4,2025-05-20T21:42:48Z,20250520,18,66.0,Transição sintética para Contained.
14938,2652,Resolved,5,2025-05-20T22:49:48Z,20250520,18,67.0,Transição sintética para Resolved.
14939,2652,Closed,6,2025-05-21T04:04:48Z,20250521,18,315.0,Transição sintética para Closed.
14940,2653,Created,1,2025-10-01T13:57:38Z,20251001,10,,Transição sintética para Created.
14941,2653,Acknowledged,2,2025-10-01T14:06:38Z,20251001,10,9.0,Transição sintética para Acknowledged.
14942,2653,Triaged,3,2025-10-01T14:49:38Z,20251001,10,43.0,Transição sintética para Triaged.
14943,2653,Contained,4,2025-10-01T16:51:38Z,20251001,10,122.0,Transição sintética para Contained.
14944,2653,Resolved,5,2025-10-01T17:47:38Z,20251001,10,56.0,Transição sintética para Resolved.
14945,2653,Closed,6,2025-10-01T20:38:38Z,20251001,10,171.0,Transição sintética para Closed.
14946,2654,Created,1,2026-03-18T13:06:05Z,20260318,1,,Transição sintética para Created.
14947,2654,Acknowledged,2,2026-03-18T13:21:05Z,20260318,1,15.0,Transição sintética para Acknowledged.
14948,2654,Triaged,3,2026-03-18T13:35:05Z,20260318,1,14.0,Transição sintética para Triaged.
14949,2654,Contained,4,2026-03-18T14:09:05Z,20260318,1,34.0,Transição sintética para Contained.
14950,2654,Resolved,5,2026-03-18T15:36:05Z,20260318,1,87.0,Transição sintética para Resolved.
14951,2654,Closed,6,2026-03-18T23:21:05Z,20260318,1,465.0,Transição sintética para Closed.
14952,2655,Created,1,2026-05-20T21:53:52Z,20260520,14,,Transição sintética para Created.
14953,2655,Acknowledged,2,2026-05-20T22:21:52Z,20260520,14,28.0,Transição sintética para Acknowledged.
14954,2655,Triaged,3,2026-05-20T22:37:52Z,20260520,14,16.0,Transição sintética para Triaged.
14955,2655,Contained,4,2026-05-21T00:44:52Z,20260521,14,127.0,Transição sintética para Contained.
14956,2655,Resolved,5,2026-05-21T02:54:52Z,20260521,14,130.0,Transição sintética para Resolved.
14957,2655,Closed,6,2026-05-21T05:30:52Z,20260521,14,156.0,Transição sintética para Closed.
14958,2656,Created,1,2026-06-20T07:12:15Z,20260620,8,,Transição sintética para Created.
14959,2656,Acknowledged,2,2026-06-20T08:05:15Z,20260620,8,53.0,Transição sintética para Acknowledged.
14960,2656,Triaged,3,2026-06-20T08:35:15Z,20260620,8,30.0,Transição sintética para Triaged.
14961,2657,Created,1,2025-09-08T17:01:37Z,20250908,15,,Transição sintética para Created.
14962,2657,Acknowledged,2,2025-09-08T17:11:37Z,20250908,15,10.0,Transição sintética para Acknowledged.
14963,2657,Triaged,3,2025-09-08T17:43:37Z,20250908,15,32.0,Transição sintética para Triaged.
14964,2657,Contained,4,2025-09-08T18:20:37Z,20250908,15,37.0,Transição sintética para Contained.
14965,2657,Resolved,5,2025-09-08T20:31:37Z,20250908,15,131.0,Transição sintética para Resolved.
14966,2657,Closed,6,2025-09-09T02:04:37Z,20250909,15,333.0,Transição sintética para Closed.
14967,2658,Created,1,2026-07-28T17:27:40Z,20260728,9,,Transição sintética para Created.
14968,2658,Acknowledged,2,2026-07-28T17:36:40Z,20260728,9,9.0,Transição sintética para Acknowledged.
14969,2658,Triaged,3,2026-07-28T18:23:40Z,20260728,9,47.0,Transição sintética para Triaged.
14970,2658,Contained,4,2026-07-28T18:45:40Z,20260728,9,22.0,Transição sintética para Contained.
14971,2658,Resolved,5,2026-07-29T10:11:40Z,20260729,9,926.0,Transição sintética para Resolved.
14972,2658,Closed,6,2026-07-29T12:20:40Z,20260729,9,129.0,Transição sintética para Closed.
14973,2659,Created,1,2025-09-09T16:06:06Z,20250909,1,,Transição sintética para Created.
14974,2659,Acknowledged,2,2025-09-09T16:24:06Z,20250909,1,18.0,Transição sintética para Acknowledged.
14975,2659,Triaged,3,2025-09-09T16:41:06Z,20250909,1,17.0,Transição sintética para Triaged.
14976,2659,Contained,4,2025-09-09T19:23:06Z,20250909,1,162.0,Transição sintética para Contained.
14977,2659,Resolved,5,2025-09-09T21:46:06Z,20250909,1,143.0,Transição sintética para Resolved.
14978,2660,Created,1,2026-06-11T23:47:58Z,20260611,14,,Transição sintética para Created.
14979,2660,Acknowledged,2,2026-06-11T23:53:58Z,20260611,14,6.0,Transição sintética para Acknowledged.
14980,2660,Triaged,3,2026-06-12T00:18:58Z,20260612,14,25.0,Transição sintética para Triaged.
14981,2661,Created,1,2025-11-02T10:38:28Z,20251102,5,,Transição sintética para Created.
14982,2661,Acknowledged,2,2025-11-02T11:25:28Z,20251102,5,47.0,Transição sintética para Acknowledged.
14983,2661,Triaged,3,2025-11-02T11:33:28Z,20251102,5,8.0,Transição sintética para Triaged.
14984,2661,Contained,4,2025-11-02T13:45:28Z,20251102,5,132.0,Transição sintética para Contained.
14985,2661,Resolved,5,2025-11-02T22:32:28Z,20251102,5,527.0,Transição sintética para Resolved.
14986,2661,Closed,6,2025-11-03T00:15:28Z,20251103,5,103.0,Transição sintética para Closed.
14987,2662,Created,1,2026-07-13T06:07:57Z,20260713,16,,Transição sintética para Created.
14988,2662,Acknowledged,2,2026-07-13T07:54:57Z,20260713,16,107.0,Transição sintética para Acknowledged.
14989,2662,Triaged,3,2026-07-13T08:11:57Z,20260713,16,17.0,Transição sintética para Triaged.
14990,2662,Contained,4,2026-07-13T12:54:57Z,20260713,16,283.0,Transição sintética para Contained.
14991,2662,Resolved,5,2026-07-13T15:40:57Z,20260713,16,166.0,Transição sintética para Resolved.
14992,2662,Closed,6,2026-07-13T20:39:57Z,20260713,16,299.0,Transição sintética para Closed.
14993,2663,Created,1,2025-03-15T15:39:26Z,20250315,10,,Transição sintética para Created.
14994,2663,Acknowledged,2,2025-03-15T15:56:26Z,20250315,10,17.0,Transição sintética para Acknowledged.
14995,2663,Triaged,3,2025-03-15T16:50:26Z,20250315,10,54.0,Transição sintética para Triaged.
14996,2663,Contained,4,2025-03-15T17:12:26Z,20250315,10,22.0,Transição sintética para Contained.
14997,2663,Resolved,5,2025-03-16T00:35:26Z,20250316,10,443.0,Transição sintética para Resolved.
14998,2663,Closed,6,2025-03-16T04:54:26Z,20250316,10,259.0,Transição sintética para Closed.
14999,2664,Created,1,2025-02-21T15:31:40Z,20250221,3,,Transição sintética para Created.
15000,2664,Acknowledged,2,2025-02-21T15:53:40Z,20250221,3,22.0,Transição sintética para Acknowledged.
15001,2664,Triaged,3,2025-02-21T16:27:40Z,20250221,3,34.0,Transição sintética para Triaged.
15002,2664,Contained,4,2025-02-22T00:10:40Z,20250222,3,463.0,Transição sintética para Contained.
15003,2664,Resolved,5,2025-02-22T10:08:40Z,20250222,3,598.0,Transição sintética para Resolved.
15004,2664,Closed,6,2025-02-22T10:31:40Z,20250222,3,23.0,Transição sintética para Closed.
15005,2665,Created,1,2026-06-04T12:08:54Z,20260604,13,,Transição sintética para Created.
15006,2665,Acknowledged,2,2026-06-04T12:37:54Z,20260604,13,29.0,Transição sintética para Acknowledged.
15007,2665,Triaged,3,2026-06-04T13:14:54Z,20260604,13,37.0,Transição sintética para Triaged.
15008,2665,Contained,4,2026-06-04T13:46:54Z,20260604,13,32.0,Transição sintética para Contained.
15009,2665,Resolved,5,2026-06-04T15:43:54Z,20260604,13,117.0,Transição sintética para Resolved.
15010,2665,Closed,6,2026-06-05T01:52:54Z,20260605,13,609.0,Transição sintética para Closed.
15011,2666,Created,1,2025-03-05T09:55:54Z,20250305,7,,Transição sintética para Created.
15012,2666,Acknowledged,2,2025-03-05T10:26:54Z,20250305,7,31.0,Transição sintética para Acknowledged.
15013,2666,Triaged,3,2025-03-05T10:48:54Z,20250305,7,22.0,Transição sintética para Triaged.
15014,2666,Contained,4,2025-03-05T12:47:54Z,20250305,7,119.0,Transição sintética para Contained.
15015,2666,Resolved,5,2025-03-05T21:25:54Z,20250305,7,518.0,Transição sintética para Resolved.
15016,2666,Closed,6,2025-03-06T09:19:54Z,20250306,7,714.0,Transição sintética para Closed.
15017,2667,Created,1,2025-09-11T22:56:30Z,20250911,18,,Transição sintética para Created.
15018,2667,Acknowledged,2,2025-09-11T23:09:30Z,20250911,18,13.0,Transição sintética para Acknowledged.
15019,2667,Triaged,3,2025-09-11T23:33:30Z,20250911,18,24.0,Transição sintética para Triaged.
15020,2667,Contained,4,2025-09-12T01:32:30Z,20250912,18,119.0,Transição sintética para Contained.
15021,2667,Resolved,5,2025-09-12T03:16:30Z,20250912,18,104.0,Transição sintética para Resolved.
15022,2667,Closed,6,2025-09-12T03:48:30Z,20250912,18,32.0,Transição sintética para Closed.
15023,2668,Created,1,2025-09-07T12:18:47Z,20250907,10,,Transição sintética para Created.
15024,2668,Acknowledged,2,2025-09-07T13:06:47Z,20250907,10,48.0,Transição sintética para Acknowledged.
15025,2668,Triaged,3,2025-09-07T13:16:47Z,20250907,10,10.0,Transição sintética para Triaged.
15026,2668,Contained,4,2025-09-07T16:38:47Z,20250907,10,202.0,Transição sintética para Contained.
15027,2668,Resolved,5,2025-09-07T18:35:47Z,20250907,10,117.0,Transição sintética para Resolved.
15028,2668,Closed,6,2025-09-07T20:47:47Z,20250907,10,132.0,Transição sintética para Closed.
15029,2669,Created,1,2025-09-10T15:30:08Z,20250910,4,,Transição sintética para Created.
15030,2669,Acknowledged,2,2025-09-10T15:56:08Z,20250910,4,26.0,Transição sintética para Acknowledged.
15031,2669,Triaged,3,2025-09-10T16:18:08Z,20250910,4,22.0,Transição sintética para Triaged.
15032,2669,Contained,4,2025-09-10T17:11:08Z,20250910,4,53.0,Transição sintética para Contained.
15033,2669,Resolved,5,2025-09-10T19:16:08Z,20250910,4,125.0,Transição sintética para Resolved.
15034,2669,Closed,6,2025-09-11T03:23:08Z,20250911,4,487.0,Transição sintética para Closed.
15035,2670,Created,1,2026-06-12T22:34:44Z,20260612,14,,Transição sintética para Created.
15036,2670,Acknowledged,2,2026-06-12T22:50:44Z,20260612,14,16.0,Transição sintética para Acknowledged.
15037,2670,Triaged,3,2026-06-13T00:43:44Z,20260613,14,113.0,Transição sintética para Triaged.
15038,2670,Contained,4,2026-06-13T03:36:44Z,20260613,14,173.0,Transição sintética para Contained.
15039,2670,Resolved,5,2026-06-13T06:21:44Z,20260613,14,165.0,Transição sintética para Resolved.
15040,2671,Created,1,2025-03-20T03:10:37Z,20250320,8,,Transição sintética para Created.
15041,2671,Acknowledged,2,2025-03-20T03:19:37Z,20250320,8,9.0,Transição sintética para Acknowledged.
15042,2671,Triaged,3,2025-03-20T03:43:37Z,20250320,8,24.0,Transição sintética para Triaged.
15043,2671,Contained,4,2025-03-20T04:21:37Z,20250320,8,38.0,Transição sintética para Contained.
15044,2671,Resolved,5,2025-03-20T06:30:37Z,20250320,8,129.0,Transição sintética para Resolved.
15045,2671,Closed,6,2025-03-20T17:53:37Z,20250320,8,683.0,Transição sintética para Closed.
15046,2672,Created,1,2025-04-03T22:21:03Z,20250403,18,,Transição sintética para Created.
15047,2672,Acknowledged,2,2025-04-03T22:53:03Z,20250403,18,32.0,Transição sintética para Acknowledged.
15048,2672,Triaged,3,2025-04-03T23:17:03Z,20250403,18,24.0,Transição sintética para Triaged.
15049,2672,Contained,4,2025-04-04T00:12:03Z,20250404,18,55.0,Transição sintética para Contained.
15050,2672,Resolved,5,2025-04-04T11:22:03Z,20250404,18,670.0,Transição sintética para Resolved.
15051,2673,Created,1,2026-04-17T16:50:26Z,20260417,11,,Transição sintética para Created.
15052,2673,Acknowledged,2,2026-04-17T17:25:26Z,20260417,11,35.0,Transição sintética para Acknowledged.
15053,2673,Triaged,3,2026-04-17T17:34:26Z,20260417,11,9.0,Transição sintética para Triaged.
15054,2673,Contained,4,2026-04-17T19:11:26Z,20260417,11,97.0,Transição sintética para Contained.
15055,2673,Resolved,5,2026-04-18T01:24:26Z,20260418,11,373.0,Transição sintética para Resolved.
15056,2673,Closed,6,2026-04-18T05:01:26Z,20260418,11,217.0,Transição sintética para Closed.
