alert_id,event_id,detected_at,source_product,asset_id,rule_id,severity,false_positive,safe_summary,data_classification
ALT-00017604,EVT-00055823,2026-01-16T21:57:22Z,EDY RECON,AST-0168,RUL-005,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017605,EVT-00063788,2025-12-28T09:20:25Z,External Synthetic,AST-0229,RUL-032,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017606,EVT-00071753,2025-05-29T08:20:01Z,External Synthetic,AST-0222,RUL-027,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017607,EVT-00079718,2026-05-09T15:53:42Z,External Synthetic,AST-0208,RUL-029,Critical,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017608,EVT-00087683,2025-07-26T18:19:29Z,External Synthetic,AST-0018,RUL-015,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017609,EVT-00095648,2025-10-20T16:34:51Z,EDY Shield,AST-0064,RUL-023,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017610,EVT-00103613,2025-03-24T16:45:46Z,External Synthetic,AST-0152,RUL-038,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017611,EVT-00111578,2025-12-27T12:51:21Z,EDY Shield,AST-0142,RUL-018,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017612,EVT-00119544,2026-05-17T07:40:46Z,EDY Shield,AST-0123,RUL-044,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017613,EVT-00007508,2025-08-15T11:25:45Z,EDY SIEM,AST-0065,RUL-006,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017614,EVT-00015473,2025-02-07T18:34:33Z,External Synthetic,AST-0147,RUL-016,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017615,EVT-00023438,2025-07-24T16:49:52Z,External Synthetic,AST-0226,RUL-032,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017616,EVT-00031403,2026-01-11T07:50:14Z,External Synthetic,AST-0100,RUL-024,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017617,EVT-00039368,2025-12-12T01:57:06Z,EDY SIEM,AST-0212,RUL-004,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017618,EVT-00047333,2025-11-14T05:39:14Z,EDY Sentinel,AST-0005,RUL-035,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017619,EVT-00055298,2025-06-02T08:14:34Z,EDY Sentinel,AST-0203,RUL-007,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017620,EVT-00063263,2025-07-07T18:48:02Z,EDY RECON,AST-0020,RUL-005,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017621,EVT-00071228,2026-03-05T09:54:41Z,EDY Shield,AST-0152,RUL-038,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017622,EVT-00079193,2025-03-19T16:39:16Z,EDY Sentinel,AST-0170,RUL-010,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017623,EVT-00087158,2025-03-14T19:50:11Z,EDY SIEM,AST-0187,RUL-013,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017624,EVT-00095123,2026-06-10T07:33:40Z,EDY RECON,AST-0118,RUL-037,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017625,EVT-00103088,2026-06-05T13:00:32Z,External Synthetic,AST-0081,RUL-012,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017626,EVT-00111053,2025-02-10T21:36:44Z,External Synthetic,AST-0113,RUL-009,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017627,EVT-00119018,2025-05-06T17:28:29Z,External Synthetic,AST-0076,RUL-017,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017628,EVT-00006983,2025-04-18T08:29:39Z,EDY Sentinel,AST-0221,RUL-012,low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017629,EVT-00014948,2025-10-17T02:56:05Z,External Synthetic,AST-0153,RUL-022,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017630,EVT-00022913,2026-02-07T15:35:21Z,External Synthetic,AST-0021,RUL-021,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017631,EVT-00030878,2025-11-23T18:59:43Z,External Synthetic,AST-0131,RUL-042,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017632,EVT-00038843,2026-07-17T10:28:30Z,External Synthetic,AST-0213,RUL-030,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017633,EVT-00046808,2025-12-21T08:53:36Z,External Synthetic,AST-0212,RUL-025,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017634,EVT-00054773,2026-02-11T17:12:27Z,External Synthetic,AST-0025,RUL-036,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017635,EVT-00062738,2025-05-05T12:49:05Z,EDY Sentinel,AST-0045,RUL-029,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017636,EVT-00070703,2025-07-05T11:25:50Z,External Synthetic,AST-0033,RUL-039,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017637,EVT-00078668,2026-06-05T13:27:05Z,EDY Sentinel,AST-0059,RUL-005,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017638,EVT-00086633,2025-11-06T11:20:00Z,External Synthetic,AST-0197,RUL-008,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017639,EVT-00094598,2025-12-17T07:43:42Z,External Synthetic,AST-0229,RUL-017,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017640,EVT-00102563,2025-03-26T12:18:39Z,EDY Shield,AST-0088,RUL-018,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017641,EVT-00110528,2025-12-10T09:25:10Z,EDY Sentinel,AST-0188,RUL-027,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017642,EVT-00118493,2025-04-30T09:29:07Z,External Synthetic,AST-0001,RUL-028,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017643,EVT-00006458,2025-04-23T06:32:32Z,EDY Sentinel,AST-0040,RUL-007,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017644,EVT-00014423,2025-07-10T07:50:30Z,EDY SIEM,AST-0159,RUL-018,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017645,EVT-00022388,2025-04-21T19:23:17Z,External Synthetic,AST-0096,RUL-024,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017646,EVT-00030353,2025-06-24T12:43:41Z,EDY Sentinel,AST-0181,RUL-022,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017647,EVT-00038318,2025-12-20T12:48:21Z,EDY SIEM,AST-0060,RUL-009,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017648,EVT-00046283,2025-08-16T15:52:40Z,EDY Shield,AST-0088,RUL-023,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017649,EVT-00054248,2026-04-19T14:56:41Z,External Synthetic,AST-0107,RUL-032,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017650,EVT-00062213,2026-01-27T08:20:11Z,EDY SIEM,AST-0199,RUL-008,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017651,EVT-00070178,2025-06-10T10:21:19Z,External Synthetic,AST-0172,RUL-012,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017652,EVT-00078143,2026-03-19T08:14:04Z,External Synthetic,AST-0150,RUL-026,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017653,EVT-00086108,2025-12-24T15:50:33Z,EDY Shield,AST-0240,RUL-036,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017654,EVT-00094073,2026-05-08T15:30:00Z,EDY SIEM,AST-0141,RUL-017,Critical,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017655,EVT-00102038,2025-12-03T08:35:21Z,EDY Shield,AST-0005,RUL-023,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017656,EVT-00110003,2026-05-21T20:47:36Z,EDY SIEM,AST-0057,RUL-034,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017657,EVT-00117968,2025-05-06T10:17:20Z,External Synthetic,AST-0214,RUL-011,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017658,EVT-00005933,2025-03-16T15:19:59Z,External Synthetic,AST-0168,RUL-008,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017659,EVT-00013898,2025-05-09T07:50:17Z,External Synthetic,AST-0030,RUL-009,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017660,EVT-00021863,2026-04-12T08:13:18Z,EDY Sentinel,AST-0233,RUL-035,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017661,EVT-00029828,2025-03-22T22:58:10Z,EDY Shield,AST-0095,RUL-045,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017662,EVT-00037793,2026-04-10T07:24:07Z,External Synthetic,AST-0021,RUL-029,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017663,EVT-00045758,2025-11-28T15:38:34Z,External Synthetic,AST-0107,RUL-024,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017664,EVT-00053723,2025-09-19T12:56:54Z,EDY Shield,AST-0056,RUL-016,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017665,EVT-00061688,2025-06-30T15:21:22Z,EDY Sentinel,AST-0178,RUL-037,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017666,EVT-00069653,2025-07-18T15:07:28Z,External Synthetic,AST-0046,RUL-024,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017667,EVT-00077618,2025-03-24T11:41:21Z,External Synthetic,AST-0219,RUL-028,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017668,EVT-00085583,2025-04-26T08:15:08Z,EDY Sentinel,AST-0083,RUL-023,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017669,EVT-00093548,2025-03-20T11:45:46Z,External Synthetic,AST-0021,RUL-020,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017670,EVT-00101513,2026-03-29T08:55:36Z,External Synthetic,AST-0201,RUL-033,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017671,EVT-00109478,2025-06-09T07:40:41Z,EDY SIEM,AST-0099,RUL-030,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017672,EVT-00117443,2026-03-23T03:30:51Z,External Synthetic,AST-0005,RUL-017,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017673,EVT-00005408,2026-03-10T17:00:54Z,External Synthetic,AST-0128,RUL-038,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017674,EVT-00013373,2026-06-17T16:19:22Z,EDY SIEM,AST-0095,RUL-017,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017675,EVT-00021338,2026-01-17T20:02:32Z,External Synthetic,AST-0069,RUL-027,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017676,EVT-00029303,2025-10-25T12:21:16Z,EDY SIEM,AST-0208,RUL-021,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017677,EVT-00037268,2025-10-20T08:26:10Z,External Synthetic,AST-0120,RUL-026,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017678,EVT-00045233,2026-05-29T09:33:04Z,External Synthetic,AST-0213,RUL-038,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017679,EVT-00053198,2025-05-17T18:08:37Z,EDY Shield,AST-0061,RUL-030,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017680,EVT-00061163,2025-10-16T15:32:59Z,External Synthetic,AST-0151,RUL-040,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017681,EVT-00069128,2025-12-21T20:01:19Z,External Synthetic,AST-0183,RUL-022,Critical,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017682,EVT-00077093,2026-06-01T21:55:44Z,EDY SIEM,AST-0029,RUL-003,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017683,EVT-00085058,2025-08-16T12:53:49Z,External Synthetic,AST-0220,RUL-011,Critical,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017684,EVT-00093023,2025-12-15T02:36:18Z,EDY Shield,AST-0087,RUL-030,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017685,EVT-00100988,2025-10-17T13:41:02Z,External Synthetic,AST-0080,RUL-042,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017686,EVT-00108953,2025-10-18T11:10:32Z,EDY RECON,AST-0134,RUL-027,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017687,EVT-00116918,2025-03-03T11:45:00Z,External Synthetic,AST-0226,RUL-024,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017688,EVT-00004883,2026-07-13T14:45:29Z,External Synthetic,AST-0167,RUL-017,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017689,EVT-00012848,2025-12-15T21:45:54Z,EDY Shield,AST-0053,RUL-016,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017690,EVT-00020813,2025-06-10T07:12:47Z,External Synthetic,AST-0033,RUL-021,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017691,EVT-00028778,2026-03-03T13:09:33Z,External Synthetic,AST-0011,RUL-022,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017692,EVT-00036743,2026-01-31T05:09:27Z,EDY Shield,AST-0177,RUL-041,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017693,EVT-00044708,2026-04-19T10:20:27Z,External Synthetic,AST-0072,RUL-012,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017694,EVT-00052673,2025-10-15T14:58:20Z,EDY Shield,AST-0152,RUL-036,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017695,EVT-00060638,2025-08-21T07:32:44Z,External Synthetic,AST-0046,RUL-036,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017696,EVT-00068603,2026-06-23T10:41:03Z,EDY Sentinel,AST-0205,RUL-037,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017697,EVT-00076568,2025-09-13T06:54:33Z,EDY RECON,AST-0145,RUL-030,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017698,EVT-00084533,2025-08-15T13:19:39Z,EDY SIEM,AST-0096,RUL-024,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017699,EVT-00092498,2026-05-10T22:33:39Z,External Synthetic,AST-0181,RUL-005,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017700,EVT-00100463,2026-05-25T12:54:41Z,External Synthetic,AST-0227,RUL-022,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017701,EVT-00108428,2025-03-22T16:51:31Z,External Synthetic,AST-0021,RUL-035,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017702,EVT-00116393,2026-03-29T07:17:03Z,EDY Sentinel,AST-0134,RUL-027,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017703,EVT-00004358,2025-07-10T16:31:47Z,External Synthetic,AST-0034,RUL-004,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017704,EVT-00012323,2026-07-24T11:10:54Z,External Synthetic,AST-0035,RUL-026,Critical,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017705,EVT-00020288,2026-07-25T19:49:03Z,External Synthetic,AST-0083,RUL-034,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017706,EVT-00028253,2026-06-05T10:11:12Z,EDY SIEM,AST-0011,RUL-021,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017707,EVT-00036218,2026-02-08T12:42:23Z,EDY Sentinel,AST-0116,RUL-042,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017708,EVT-00044183,2025-03-25T12:48:33Z,External Synthetic,AST-0037,RUL-001,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017709,EVT-00052148,2025-04-25T13:01:58Z,EDY Shield,AST-0164,RUL-039,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017710,EVT-00060113,2026-05-18T11:59:57Z,EDY SIEM,AST-0181,RUL-004,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017711,EVT-00068078,2026-05-28T09:33:16Z,External Synthetic,AST-0022,RUL-011,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017712,EVT-00076043,2025-07-25T08:57:27Z,EDY Shield,AST-0099,RUL-042,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017713,EVT-00084008,2025-05-06T10:29:39Z,EDY Sentinel,AST-0123,RUL-021,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017714,EVT-00091973,2026-06-17T15:03:25Z,EDY Shield,AST-0233,RUL-002,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017715,EVT-00099938,2025-06-30T17:22:55Z,EDY Sentinel,AST-0130,RUL-027,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017716,EVT-00107903,2025-02-09T13:07:34Z,External Synthetic,AST-0121,RUL-030,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017717,EVT-00115868,2025-04-02T08:47:44Z,External Synthetic,AST-0072,RUL-036,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017718,EVT-00003833,2026-02-23T12:34:12Z,EDY SIEM,AST-0238,RUL-011,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017719,EVT-00011798,2025-07-16T16:05:46Z,EDY Sentinel,AST-0177,RUL-029,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017720,EVT-00019763,2026-03-18T15:38:21Z,EDY Sentinel,AST-0188,RUL-033,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017721,EVT-00027728,2025-10-03T20:02:22Z,EDY RECON,AST-0006,RUL-024,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017722,EVT-00035693,2026-06-28T12:21:17Z,External Synthetic,AST-0106,RUL-031,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017723,EVT-00043658,2025-11-11T09:26:25Z,EDY Shield,AST-0216,RUL-009,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017724,EVT-00051623,2026-02-17T17:00:17Z,External Synthetic,AST-0002,RUL-043,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017725,EVT-00059588,2025-06-28T14:09:41Z,EDY Shield,AST-0237,RUL-030,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017726,EVT-00067553,2025-12-16T16:17:39Z,External Synthetic,AST-0046,RUL-033,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017727,EVT-00075518,2025-08-23T12:49:16Z,External Synthetic,AST-0196,RUL-045,Critical,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017728,EVT-00083483,2025-05-29T13:25:05Z,EDY Shield,AST-0114,RUL-041,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017729,EVT-00091448,2025-06-02T13:08:37Z,External Synthetic,AST-0206,RUL-002,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017730,EVT-00099413,2025-12-19T07:41:25Z,EDY SIEM,AST-0080,RUL-034,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017731,EVT-00107378,2025-10-24T18:37:12Z,EDY Shield,AST-0019,RUL-029,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017732,EVT-00115343,2026-06-19T07:06:13Z,External Synthetic,AST-0026,RUL-018,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017733,EVT-00003308,2025-02-13T17:11:56Z,External Synthetic,AST-0037,RUL-002,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017734,EVT-00011273,2025-06-30T17:09:30Z,External Synthetic,AST-0120,RUL-028,Low,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017735,EVT-00019238,2025-03-02T10:38:05Z,EDY SIEM,AST-0158,RUL-038,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017736,EVT-00027203,2025-07-10T10:58:54Z,External Synthetic,AST-0177,RUL-035,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017737,EVT-00035168,2026-03-29T13:21:05Z,External Synthetic,AST-0136,RUL-031,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017738,EVT-00043133,2025-12-22T11:55:59Z,External Synthetic,AST-0173,RUL-003,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017739,EVT-00051098,2025-12-08T12:02:46Z,External Synthetic,AST-0216,RUL-035,High,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017740,EVT-00059063,2026-02-04T07:13:40Z,External Synthetic,AST-0233,RUL-037,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017741,EVT-00067028,2025-05-08T09:02:37Z,External Synthetic,AST-0185,RUL-023,informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017742,EVT-00074993,2026-03-12T05:26:01Z,EDY Sentinel,AST-0059,RUL-042,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017743,EVT-00082958,2025-12-04T09:43:02Z,External Synthetic,AST-0077,RUL-024,Medium,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017744,EVT-00090923,2025-11-08T16:00:12Z,External Synthetic,AST-0118,RUL-044,Informational,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017745,EVT-00098888,2025-02-18T08:32:15Z,EDY SIEM,AST-0197,RUL-022,High,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017746,EVT-00106853,2026-01-26T11:21:18Z,External Synthetic,AST-0050,RUL-004,Medium,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017747,EVT-00114818,2026-03-12T21:29:02Z,External Synthetic,AST-0171,RUL-017,Informational,FALSE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
ALT-00017748,EVT-00002783,2026-05-28T21:00:48Z,External Synthetic,AST-0119,RUL-013,Low,TRUE,Alerta sintético sem conteúdo operacional.,SYNTHETIC_DEMO_DATA
